account_id,name,branch_code,account_type,is_smurf_related,role
ACC_00411,Lisa Hunter,BR-BLR,SAVINGS,False,normal
ACC_00412,Julian Conner,BR-KOL,CURRENT,False,normal
ACC_00413,Joanna Pacheco,BR-LKO,SAVINGS,False,normal
ACC_00414,Erica Alvarez,BR-LKO,CURRENT,False,normal
ACC_00415,Antonio Garcia,BR-LKO,CURRENT,False,normal
ACC_00416,Gwendolyn Klein,BR-BLR,SAVINGS,False,normal
ACC_00417,Carrie Wright,BR-MUM,CURRENT,False,normal
ACC_00418,Jeffrey Mills,BR-LKO,CURRENT,False,normal
ACC_00419,Jake Campbell,BR-BLR,CURRENT,False,normal
ACC_00420,George Harper,BR-KOL,SAVINGS,False,normal
ACC_00421,Maria Jones,BR-LKO,SAVINGS,False,normal
ACC_00422,Michael Mitchell,BR-BLR,CURRENT,False,normal
ACC_00423,Mary Escobar,BR-BLR,SAVINGS,False,normal
ACC_00424,Felicia Aguilar,BR-LKO,SAVINGS,False,normal
ACC_00425,Gregory Ponce,BR-KOL,CURRENT,False,normal
ACC_00426,Jenna Larson,BR-LKO,SAVINGS,False,normal
ACC_00427,Emily Bennett,BR-MUM,CURRENT,False,normal
ACC_00428,Robin Santiago,BR-KOL,CURRENT,False,normal
ACC_00429,Nancy Jennings,BR-LKO,SAVINGS,False,normal
ACC_00430,Maria Henderson,BR-MUM,CURRENT,False,normal
ACC_00431,Jack White,BR-KOL,SAVINGS,False,normal
ACC_00432,Travis Tucker,BR-BLR,CURRENT,False,normal
ACC_00433,Chad Jones,BR-LKO,SAVINGS,False,normal
ACC_00434,Ashley Wise,BR-DEL,SAVINGS,False,normal
ACC_00435,Sophia Johnson,BR-MUM,CURRENT,False,normal
ACC_00436,Ralph Anderson,BR-KOL,SAVINGS,False,normal
ACC_00437,Christopher Guerra,BR-KOL,CURRENT,False,normal
ACC_00438,Rhonda Martin,BR-DEL,SAVINGS,False,normal
ACC_00439,Jason Rhodes,BR-DEL,CURRENT,False,normal
ACC_00440,Jeremy Mitchell,BR-DEL,SAVINGS,False,normal
ACC_00441,Joann Ferguson,BR-LKO,CURRENT,False,normal
ACC_00442,Robert Harrison,BR-KOL,CURRENT,False,normal
ACC_00443,Holly Valentine,BR-LKO,CURRENT,False,normal
ACC_00444,Mrs. Diane Reyes,BR-LKO,SAVINGS,False,normal
ACC_00445,Tracy Montoya,BR-LKO,SAVINGS,False,normal
ACC_00446,Brenda Wright,BR-LKO,SAVINGS,False,normal
ACC_00447,Shelly Spencer,BR-KOL,SAVINGS,False,normal
ACC_00448,Ryan Rosales,BR-DEL,CURRENT,False,normal
ACC_00449,Phillip Nelson,BR-LKO,CURRENT,False,normal
ACC_00450,Brittany Kim,BR-KOL,CURRENT,False,normal
ACC_00451,Courtney Hayes,BR-DEL,CURRENT,False,normal
ACC_00452,Alexander Brown,BR-BLR,CURRENT,False,normal
ACC_00453,Cynthia Vang,BR-MUM,CURRENT,False,normal
ACC_00454,Alfred Galvan,BR-KOL,CURRENT,False,normal
ACC_00455,Marie Moody,BR-BLR,CURRENT,False,normal
ACC_00456,Dustin Gallegos,BR-KOL,CURRENT,False,normal
ACC_00457,Brenda Thornton,BR-LKO,CURRENT,False,normal
ACC_00458,Aaron Miller,BR-MUM,SAVINGS,False,normal
ACC_00459,Ruben Dunn,BR-KOL,CURRENT,False,normal
ACC_00460,Kelsey Rodriguez,BR-MUM,CURRENT,False,normal
ACC_00461,Eric Williams,BR-DEL,CURRENT,False,normal
ACC_00462,Riley Bryant,BR-LKO,CURRENT,False,normal
ACC_00463,Taylor Carlson,BR-LKO,SAVINGS,False,normal
ACC_00464,Jose Allen,BR-LKO,SAVINGS,False,normal
ACC_00465,Jeffrey Mendez,BR-MUM,CURRENT,False,normal
ACC_00466,Jason Beck,BR-DEL,CURRENT,False,normal
ACC_00467,William Jones,BR-DEL,CURRENT,False,normal
ACC_00468,Katie Mcneil,BR-DEL,SAVINGS,False,normal
ACC_00469,Jeanette Harrison,BR-LKO,SAVINGS,False,normal
ACC_00470,Veronica King,BR-DEL,CURRENT,False,normal
ACC_00471,Richard Cooper,BR-BLR,CURRENT,False,normal
ACC_00472,Lori Ingram,BR-KOL,CURRENT,False,normal
ACC_00473,Evelyn Williams,BR-DEL,CURRENT,False,normal
ACC_00474,Robin Thompson,BR-KOL,CURRENT,False,normal
ACC_00475,Julie Dominguez,BR-BLR,CURRENT,False,normal
ACC_00476,Robin Brown,BR-KOL,SAVINGS,False,normal
ACC_00477,Judith Carter,BR-KOL,SAVINGS,False,normal
ACC_00478,Curtis Williams,BR-MUM,CURRENT,False,normal
ACC_00479,Kaylee Hays,BR-MUM,SAVINGS,False,normal
ACC_00480,Dawn Mullins,BR-LKO,SAVINGS,False,normal
ACC_00481,Howard Norman,BR-DEL,CURRENT,False,normal
ACC_00482,Evelyn Martinez,BR-MUM,CURRENT,False,normal
ACC_00483,Steve Paul,BR-DEL,SAVINGS,False,normal
ACC_00484,Jasmine Beltran,BR-BLR,SAVINGS,False,normal
ACC_00485,Jonathan Glass MD,BR-BLR,CURRENT,False,normal
ACC_00486,Monica Miller,BR-BLR,CURRENT,False,normal
ACC_00487,Samantha Gardner,BR-MUM,SAVINGS,False,normal
ACC_00488,Bobby Guerrero,BR-KOL,CURRENT,False,normal
ACC_00489,Lance Simmons,BR-KOL,SAVINGS,False,normal
ACC_00490,Heather Williams,BR-MUM,SAVINGS,False,normal
ACC_00491,Heather Bolton,BR-DEL,CURRENT,False,normal
ACC_00492,William Gould,BR-KOL,SAVINGS,False,normal
ACC_00493,Mark Cox,BR-LKO,SAVINGS,False,normal
ACC_00494,Meghan Cisneros,BR-MUM,CURRENT,False,normal
ACC_00495,Lawrence Harrington,BR-BLR,CURRENT,False,normal
ACC_00496,Austin Osborne,BR-BLR,SAVINGS,False,normal
ACC_00497,James Bradley,BR-LKO,CURRENT,False,normal
ACC_00498,Meghan Rush,BR-KOL,SAVINGS,False,normal
ACC_00499,Phillip Berry,BR-DEL,CURRENT,False,normal
ACC_00500,Jennifer Banks,BR-BLR,CURRENT,False,normal
ACC_00501,Brian Fitzgerald,BR-LKO,CURRENT,False,normal
ACC_00502,Mr. Justin Green III,BR-LKO,CURRENT,False,normal
ACC_00503,Zachary Mitchell,BR-MUM,CURRENT,False,normal
ACC_00504,Katherine Martinez,BR-LKO,SAVINGS,False,normal
ACC_00505,Jodi Roach,BR-MUM,CURRENT,False,normal
ACC_00506,Brandon Fleming,BR-KOL,CURRENT,False,normal
ACC_00507,Emma Reed,BR-KOL,CURRENT,False,normal
ACC_00508,Joshua Vance,BR-BLR,SAVINGS,False,normal
ACC_00509,Michelle Ho,BR-LKO,CURRENT,False,normal
ACC_00510,Rebecca Hicks,BR-DEL,SAVINGS,False,normal
ACC_00511,Curtis Taylor,BR-KOL,CURRENT,False,normal
ACC_00512,Allison Spencer,BR-BLR,SAVINGS,False,normal
ACC_00513,Robert Arnold,BR-KOL,CURRENT,False,normal
ACC_00514,Angelica Parker,BR-MUM,SAVINGS,False,normal
ACC_00515,Dr. Kelly Hammond DVM,BR-KOL,CURRENT,False,normal
ACC_00516,William Day,BR-MUM,SAVINGS,False,normal
ACC_00517,Michael Cooper,BR-DEL,CURRENT,False,normal
ACC_00518,Penny Bowman,BR-LKO,SAVINGS,False,normal
ACC_00519,Vincent Reynolds,BR-KOL,CURRENT,False,normal
ACC_00520,Amy Martinez,BR-MUM,SAVINGS,False,normal
ACC_00521,Christopher Morris,BR-BLR,CURRENT,False,normal
ACC_00522,Hannah Everett,BR-LKO,SAVINGS,False,normal
ACC_00523,Sarah King,BR-MUM,SAVINGS,False,normal
ACC_00524,Krista Martinez,BR-KOL,CURRENT,False,normal
ACC_00525,Joseph Shaw,BR-KOL,CURRENT,False,normal
ACC_00526,Todd Moore,BR-MUM,CURRENT,False,normal
ACC_00527,Michelle Jacobs,BR-LKO,CURRENT,False,normal
ACC_00528,Kristy Bryan,BR-BLR,SAVINGS,False,normal
ACC_00529,Angel May,BR-LKO,SAVINGS,False,normal
ACC_00530,Marilyn Wang,BR-MUM,SAVINGS,False,normal
ACC_00531,Mark Jimenez,BR-LKO,CURRENT,False,normal
ACC_00532,Donna Frye,BR-DEL,CURRENT,False,normal
ACC_00533,Dr. Michael Evans,BR-DEL,CURRENT,False,normal
ACC_00534,Anthony Gonzales,BR-KOL,SAVINGS,False,normal
ACC_00535,Mr. Lawrence Edwards,BR-LKO,CURRENT,False,normal
ACC_00536,Morgan Valencia,BR-BLR,CURRENT,False,normal
ACC_00537,Bianca Wood,BR-BLR,SAVINGS,False,normal
ACC_00538,Emma Owens,BR-MUM,CURRENT,False,normal
ACC_00539,David Davis,BR-DEL,CURRENT,False,normal
ACC_00540,James Gilbert,BR-KOL,SAVINGS,False,normal
ACC_00541,Sean Moore,BR-DEL,CURRENT,False,normal
ACC_00542,Kenneth Edwards,BR-BLR,CURRENT,False,normal
ACC_00543,Kathleen Robertson,BR-DEL,SAVINGS,False,normal
ACC_00544,Mr. Alexander Landry MD,BR-DEL,SAVINGS,False,normal
ACC_00545,Cindy Gomez,BR-BLR,CURRENT,False,normal
ACC_00546,Johnny Khan,BR-DEL,SAVINGS,False,normal
ACC_00547,Julie Herrera,BR-MUM,SAVINGS,False,normal
ACC_00548,Jessica Khan,BR-LKO,CURRENT,False,normal
ACC_00549,Pamela Diaz,BR-BLR,CURRENT,False,normal
ACC_00550,Kelly Lee,BR-KOL,SAVINGS,False,normal
ACC_00551,Angel Gordon,BR-LKO,SAVINGS,False,normal
ACC_00552,Diana Hays,BR-LKO,CURRENT,False,normal
ACC_00553,Barbara Hester,BR-BLR,SAVINGS,False,normal
ACC_00554,Robert Morgan,BR-BLR,SAVINGS,False,normal
ACC_00555,Nicole Gonzalez,BR-LKO,CURRENT,False,normal
ACC_00556,Kathryn Williams,BR-MUM,CURRENT,False,normal
ACC_00557,Gary Wells,BR-DEL,CURRENT,False,normal
ACC_00558,Larry Robertson,BR-KOL,CURRENT,False,normal
ACC_00559,Louis Martin,BR-DEL,CURRENT,False,normal
ACC_00560,Nancy Evans MD,BR-BLR,SAVINGS,False,normal
ACC_00561,Kim Erickson,BR-DEL,CURRENT,False,normal
ACC_00562,Robert Richardson,BR-DEL,SAVINGS,False,normal
ACC_00563,Veronica Silva,BR-KOL,SAVINGS,False,normal
ACC_00564,Molly Watts,BR-DEL,CURRENT,False,normal
ACC_00565,John Coffey,BR-MUM,SAVINGS,False,normal
ACC_00566,Paula Lane,BR-KOL,SAVINGS,False,normal
ACC_00567,Lauren Jackson,BR-DEL,SAVINGS,False,normal
ACC_00568,Lisa Randall,BR-KOL,SAVINGS,False,normal
ACC_00569,Michael Johnson,BR-MUM,CURRENT,False,normal
ACC_00570,Ashley Smith,BR-MUM,SAVINGS,False,normal
ACC_00571,Christian Vaughn,BR-BLR,SAVINGS,False,normal
ACC_00572,Reginald Knapp,BR-MUM,CURRENT,False,normal
ACC_00573,Nancy Brown,BR-MUM,SAVINGS,False,normal
ACC_00574,Daniel Nguyen,BR-DEL,SAVINGS,False,normal
ACC_00575,Kelly Edwards,BR-DEL,CURRENT,False,normal
ACC_00576,Thomas Peterson,BR-MUM,CURRENT,False,normal
ACC_00577,Raymond Le,BR-DEL,SAVINGS,False,normal
ACC_00578,Melissa Bishop,BR-BLR,SAVINGS,False,normal
ACC_00579,David Grant,BR-MUM,CURRENT,False,normal
ACC_00580,William Evans,BR-KOL,SAVINGS,False,normal
ACC_00581,Daniel Bush,BR-DEL,CURRENT,False,normal
ACC_00582,Gregory Peck,BR-LKO,CURRENT,False,normal
ACC_00583,Denise Martinez,BR-KOL,SAVINGS,False,normal
ACC_00584,Jamie Baird,BR-LKO,SAVINGS,False,normal
ACC_00585,Tina Ballard,BR-KOL,SAVINGS,False,normal
ACC_00586,Dwayne Klein,BR-KOL,CURRENT,False,normal
ACC_00587,Jeremy Scott,BR-LKO,SAVINGS,False,normal
ACC_00588,Dale Ryan,BR-DEL,CURRENT,False,normal
ACC_00589,Melissa Taylor,BR-LKO,CURRENT,False,normal
ACC_00590,Laurie Sanchez,BR-DEL,CURRENT,False,normal
ACC_00591,Kiara Little,BR-LKO,SAVINGS,False,normal
ACC_00592,Jason Love,BR-DEL,CURRENT,False,normal
ACC_00593,Randy Smith,BR-KOL,SAVINGS,False,normal
ACC_00594,Tanya Russell,BR-DEL,SAVINGS,False,normal
ACC_00595,Sherry Woods,BR-BLR,CURRENT,False,normal
ACC_00596,Victor Morris,BR-LKO,CURRENT,False,normal
ACC_00597,Susan Davis,BR-LKO,CURRENT,False,normal
ACC_00598,Kimberly Sharp,BR-DEL,SAVINGS,False,normal
ACC_00599,Susan Thompson,BR-KOL,SAVINGS,False,normal
ACC_00600,Casey Gillespie,BR-LKO,CURRENT,False,normal
ACC_00601,Jennifer Simpson DVM,BR-MUM,CURRENT,False,normal
ACC_00602,Tammy Mcdowell,BR-BLR,CURRENT,False,normal
ACC_00603,Keith Rodriguez,BR-LKO,CURRENT,False,normal
ACC_00604,Mrs. Virginia Daniels,BR-DEL,CURRENT,False,normal
ACC_00605,Todd Rosales MD,BR-LKO,CURRENT,False,normal
ACC_00606,Brian Martin,BR-BLR,CURRENT,False,normal
ACC_00607,David Lopez,BR-MUM,CURRENT,False,normal
ACC_00608,Rachel Bradley,BR-DEL,SAVINGS,False,normal
ACC_00609,Casey Chase,BR-DEL,SAVINGS,False,normal
ACC_00610,Samantha Robertson,BR-LKO,SAVINGS,False,normal
ACC_00611,Michael Lopez,BR-BLR,SAVINGS,False,normal
ACC_00612,Franklin Wright,BR-KOL,SAVINGS,False,normal
ACC_00613,David Molina,BR-KOL,CURRENT,False,normal
ACC_00614,Elizabeth Sharp,BR-DEL,CURRENT,False,normal
ACC_00615,Matthew Schwartz,BR-BLR,CURRENT,False,normal
ACC_00616,Bryan Parker,BR-DEL,CURRENT,False,normal
ACC_00617,Jonathan Jacobson,BR-KOL,CURRENT,False,normal
ACC_00618,Emily Wilson,BR-BLR,SAVINGS,False,normal
ACC_00619,Elizabeth Mendez,BR-KOL,SAVINGS,False,normal
ACC_00620,Casey Hernandez,BR-MUM,CURRENT,False,normal
ACC_00621,Lisa Perry,BR-MUM,SAVINGS,False,normal
ACC_00622,Kaitlin Medina,BR-BLR,CURRENT,False,normal
ACC_00623,Colleen Wright,BR-DEL,CURRENT,False,normal
ACC_00624,Shelley Miller,BR-KOL,SAVINGS,False,normal
ACC_00625,Michael Miller,BR-LKO,SAVINGS,False,normal
ACC_00626,Amy Kelley,BR-KOL,CURRENT,False,normal
ACC_00627,Laura Hernandez,BR-DEL,SAVINGS,False,normal
ACC_00628,Joseph Wilson,BR-BLR,CURRENT,False,normal
ACC_00629,Kevin Davis,BR-BLR,CURRENT,False,normal
ACC_00630,Rhonda Chavez,BR-DEL,SAVINGS,False,normal
ACC_00631,Joyce Brown,BR-MUM,CURRENT,False,normal
ACC_00632,Robert Cummings,BR-DEL,SAVINGS,False,normal
ACC_00633,Robert Reese,BR-DEL,SAVINGS,False,normal
ACC_00634,Amber Cooper,BR-KOL,SAVINGS,False,normal
ACC_00635,Zachary Michael,BR-LKO,CURRENT,False,normal
ACC_00636,Timothy Johnson,BR-LKO,CURRENT,False,normal
ACC_00637,Randy Cannon,BR-MUM,CURRENT,False,normal
ACC_00638,Maria Fisher,BR-BLR,CURRENT,False,normal
ACC_00639,Janet Kane DVM,BR-KOL,SAVINGS,False,normal
ACC_00640,Michael Stanley,BR-DEL,SAVINGS,False,normal
ACC_00641,Martha Bailey,BR-MUM,SAVINGS,False,normal
ACC_00642,Joshua Rice,BR-DEL,CURRENT,False,normal
ACC_00643,Courtney Smith,BR-LKO,CURRENT,False,normal
ACC_00644,Edwin Nunez,BR-LKO,CURRENT,False,normal
ACC_00645,Kim Morrow,BR-LKO,CURRENT,False,normal
ACC_00646,Gregory Hill,BR-MUM,SAVINGS,False,normal
ACC_00647,Molly Rodriguez,BR-BLR,CURRENT,False,normal
ACC_00648,Jennifer Miranda,BR-DEL,CURRENT,False,normal
ACC_00649,Alexis Harris,BR-KOL,CURRENT,False,normal
ACC_00650,Andrew Harper,BR-KOL,CURRENT,False,normal
ACC_00651,Amber Yang,BR-DEL,SAVINGS,False,normal
ACC_00652,David Robinson,BR-LKO,SAVINGS,False,normal
ACC_00653,Amy Gordon,BR-DEL,SAVINGS,False,normal
ACC_00654,Robert Dennis,BR-BLR,SAVINGS,False,normal
ACC_00655,Kyle Chambers,BR-MUM,CURRENT,False,normal
ACC_00656,Eric Thomas,BR-BLR,CURRENT,False,normal
ACC_00657,Connie Turner,BR-DEL,SAVINGS,False,normal
ACC_00658,Travis Hobbs,BR-LKO,CURRENT,False,normal
ACC_00659,Lori Simmons,BR-MUM,SAVINGS,False,normal
ACC_00660,William David DDS,BR-LKO,SAVINGS,False,normal
ACC_00661,Emma Butler,BR-KOL,CURRENT,False,normal
ACC_00662,James Webster,BR-DEL,CURRENT,False,normal
ACC_00663,Samuel Turner,BR-DEL,CURRENT,False,normal
ACC_00664,Renee Melendez,BR-DEL,CURRENT,False,normal
ACC_00665,Tracy Grant,BR-DEL,CURRENT,False,normal
ACC_00666,David Harris,BR-KOL,CURRENT,False,normal
ACC_00667,Tammy Boone,BR-KOL,CURRENT,False,normal
ACC_00668,Nathaniel Lee,BR-LKO,CURRENT,False,normal
ACC_00669,Michael Morrison,BR-DEL,CURRENT,False,normal
ACC_00670,Chelsea Gill,BR-DEL,CURRENT,False,normal
ACC_00671,Kristin Mendoza,BR-MUM,CURRENT,False,normal
ACC_00672,Felicia Krueger,BR-BLR,SAVINGS,False,normal
ACC_00673,Timothy Hayden,BR-LKO,SAVINGS,False,normal
ACC_00674,Zachary Mendoza,BR-MUM,CURRENT,False,normal
ACC_00675,Larry Harris,BR-KOL,CURRENT,False,normal
ACC_00676,Kristen Rowe,BR-KOL,SAVINGS,False,normal
ACC_00677,Joseph Howard,BR-LKO,CURRENT,False,normal
ACC_00678,Jose Crawford,BR-BLR,SAVINGS,False,normal
ACC_00679,William Harrison,BR-BLR,SAVINGS,False,normal
ACC_00680,Suzanne Wood,BR-DEL,SAVINGS,False,normal
ACC_00681,Justin Walker,BR-KOL,SAVINGS,False,normal
ACC_00682,Dean Donovan,BR-BLR,CURRENT,False,normal
ACC_00683,Jennifer Hernandez,BR-MUM,SAVINGS,False,normal
ACC_00684,James Whitaker,BR-DEL,SAVINGS,False,normal
ACC_00685,Mr. Michael Scott PhD,BR-BLR,SAVINGS,False,normal
ACC_00686,Maria Henry,BR-MUM,SAVINGS,False,normal
ACC_00687,Robert Jackson,BR-DEL,SAVINGS,False,normal
ACC_00688,Katherine Stark,BR-LKO,CURRENT,False,normal
ACC_00689,Maria Brown,BR-KOL,CURRENT,False,normal
ACC_00690,Ryan Landry,BR-KOL,CURRENT,False,normal
ACC_00691,Pamela Gutierrez,BR-BLR,SAVINGS,False,normal
ACC_00692,Crystal Mann,BR-LKO,SAVINGS,False,normal
ACC_00693,Jonathan Brooks,BR-LKO,CURRENT,False,normal
ACC_00694,Mary Jensen,BR-BLR,CURRENT,False,normal
ACC_00695,Mr. Aaron Arnold,BR-KOL,SAVINGS,False,normal
ACC_00696,Joseph Hill,BR-BLR,SAVINGS,False,normal
ACC_00697,Alicia Li,BR-BLR,CURRENT,False,normal
ACC_00698,Renee Browning,BR-LKO,SAVINGS,False,normal
ACC_00699,Brent Hernandez,BR-DEL,CURRENT,False,normal
ACC_00700,Joseph Ochoa,BR-BLR,SAVINGS,False,normal
ACC_00701,James Watson,BR-DEL,CURRENT,False,normal
ACC_00702,Karl Branch,BR-LKO,SAVINGS,False,normal
ACC_00703,Michael Abbott,BR-LKO,SAVINGS,False,normal
ACC_00704,Shannon Malone,BR-BLR,CURRENT,False,normal
ACC_00705,James Tran,BR-KOL,SAVINGS,False,normal
ACC_00706,Adam Jackson,BR-DEL,CURRENT,False,normal
ACC_00707,Mr. Richard Knight PhD,BR-DEL,CURRENT,False,normal
ACC_00708,Joseph Williams,BR-DEL,SAVINGS,False,normal
ACC_00709,Sean Clay,BR-DEL,SAVINGS,False,normal
ACC_00710,Anthony Jones,BR-LKO,CURRENT,False,normal
ACC_00711,Stephanie Elliott,BR-KOL,SAVINGS,False,normal
ACC_00712,Timothy Edwards,BR-BLR,CURRENT,False,normal
ACC_00713,Laurie Goodwin,BR-BLR,CURRENT,False,normal
ACC_00714,Jennifer Jones,BR-LKO,CURRENT,False,normal
ACC_00715,David Davenport,BR-KOL,SAVINGS,False,normal
ACC_00716,Steven Rivera,BR-BLR,SAVINGS,False,normal
ACC_00717,Brenda Hinton,BR-BLR,SAVINGS,False,normal
ACC_00718,Kathryn Mccann,BR-KOL,CURRENT,False,normal
ACC_00719,Jeffrey Roberson,BR-BLR,CURRENT,False,normal
ACC_00720,Randy Friedman,BR-KOL,SAVINGS,False,normal
ACC_00721,Raymond Johnson,BR-BLR,SAVINGS,False,normal
ACC_00722,Willie Henry,BR-KOL,SAVINGS,False,normal
ACC_00723,Todd Reynolds,BR-BLR,CURRENT,False,normal
ACC_00724,Mary Miller,BR-LKO,SAVINGS,False,normal
ACC_00725,Rebecca Marquez,BR-KOL,SAVINGS,False,normal
ACC_00726,Christian Dawson,BR-BLR,CURRENT,False,normal
ACC_00727,Nancy Stewart,BR-BLR,SAVINGS,False,normal
ACC_00728,Aaron Parker,BR-KOL,SAVINGS,False,normal
ACC_00729,Derrick Anderson,BR-LKO,CURRENT,False,normal
ACC_00730,Jerry Peters,BR-DEL,CURRENT,False,normal
ACC_00731,Alexander Gomez,BR-BLR,SAVINGS,False,normal
ACC_00732,Kyle Nguyen,BR-MUM,CURRENT,False,normal
ACC_00733,Edgar Hughes,BR-LKO,SAVINGS,False,normal
ACC_00734,Steven Stein,BR-MUM,SAVINGS,False,normal
ACC_00735,Laura Jackson,BR-MUM,SAVINGS,False,normal
ACC_00736,Charles Turner,BR-BLR,SAVINGS,False,normal
ACC_00737,Arthur Hamilton MD,BR-KOL,SAVINGS,False,normal
ACC_00738,Mr. David Wright,BR-BLR,SAVINGS,False,normal
ACC_00739,Linda Gonzalez,BR-KOL,CURRENT,False,normal
ACC_00740,Eric Rush,BR-MUM,SAVINGS,False,normal
ACC_00741,Manuel Brock,BR-MUM,SAVINGS,False,normal
ACC_00742,George Ochoa,BR-LKO,SAVINGS,False,normal
ACC_00743,Valerie Taylor,BR-LKO,CURRENT,False,normal
ACC_00744,Travis Harris,BR-MUM,CURRENT,False,normal
ACC_00745,Vincent Novak,BR-KOL,CURRENT,False,normal
ACC_00746,Michael Henry,BR-LKO,SAVINGS,False,normal
ACC_00747,Dana Bennett,BR-KOL,SAVINGS,False,normal
ACC_00748,Jenna Wilson,BR-BLR,CURRENT,False,normal
ACC_00749,Leslie Gardner,BR-MUM,CURRENT,False,normal
ACC_00750,Krista Benton,BR-KOL,CURRENT,False,normal
ACC_00751,Michael Gonzales,BR-LKO,CURRENT,False,normal
ACC_00752,Michael Fuentes,BR-LKO,CURRENT,False,normal
ACC_00753,Jennifer Porter,BR-MUM,SAVINGS,False,normal
ACC_00754,Dana Hopkins,BR-KOL,SAVINGS,False,normal
ACC_00755,Rachel Jones,BR-BLR,SAVINGS,False,normal
ACC_00756,Karen Morales DDS,BR-LKO,CURRENT,False,normal
ACC_00757,Melissa Stephens,BR-KOL,SAVINGS,False,normal
ACC_00758,Heather Woodard,BR-KOL,SAVINGS,False,normal
ACC_00759,Margaret Miller,BR-BLR,SAVINGS,False,normal
ACC_00760,Mary Kelly,BR-MUM,CURRENT,False,normal
ACC_00761,Amanda Terrell,BR-LKO,SAVINGS,False,normal
ACC_00762,Jennifer Goodwin,BR-LKO,SAVINGS,False,normal
ACC_00763,Jessica Smith,BR-MUM,CURRENT,False,normal
ACC_00764,Jorge Stone,BR-BLR,SAVINGS,False,normal
ACC_00765,Laura Griffin,BR-LKO,SAVINGS,False,normal
ACC_00766,Raymond Chapman,BR-LKO,CURRENT,False,normal
ACC_00767,Haley Johnson,BR-MUM,CURRENT,False,normal
ACC_00768,Jason Nixon,BR-DEL,CURRENT,False,normal
ACC_00769,Todd Thomas,BR-MUM,SAVINGS,False,normal
ACC_00770,Jesse Clark,BR-BLR,SAVINGS,False,normal
ACC_00771,Mr. Jeffrey Horton,BR-BLR,SAVINGS,False,normal
ACC_00772,Eric Patrick,BR-MUM,SAVINGS,False,normal
ACC_00773,Samuel Wong,BR-BLR,CURRENT,False,normal
ACC_00774,Carly Riggs,BR-MUM,CURRENT,False,normal
ACC_00775,Christopher Moore,BR-LKO,SAVINGS,False,normal
ACC_00776,Tina Hall,BR-DEL,SAVINGS,False,normal
ACC_00777,Cody Davidson,BR-BLR,SAVINGS,False,normal
ACC_00778,Allen Mendez,BR-MUM,CURRENT,False,normal
ACC_00779,Kevin Price,BR-DEL,CURRENT,False,normal
ACC_00780,Christine Goodwin,BR-MUM,CURRENT,False,normal
ACC_00781,Amy Garcia,BR-DEL,SAVINGS,False,normal
ACC_00782,Chelsea Nguyen,BR-MUM,CURRENT,False,normal
ACC_00783,Dennis Huffman,BR-KOL,CURRENT,False,normal
ACC_00784,Margaret Harper,BR-DEL,SAVINGS,False,normal
ACC_00785,Laurie Bailey,BR-LKO,SAVINGS,False,normal
ACC_00786,Lisa Cervantes,BR-KOL,SAVINGS,False,normal
ACC_00787,Elizabeth Mendez,BR-MUM,CURRENT,False,normal
ACC_00788,Cesar Wilson,BR-LKO,SAVINGS,False,normal
ACC_00789,Clayton Steele,BR-KOL,CURRENT,False,normal
ACC_00790,Jennifer Taylor,BR-MUM,CURRENT,False,normal
ACC_00791,Cody Reid,BR-MUM,SAVINGS,False,normal
ACC_00792,Maria Cooke,BR-KOL,CURRENT,False,normal
ACC_00793,Katherine Taylor,BR-DEL,SAVINGS,False,normal
ACC_00794,Jerry Brown,BR-LKO,CURRENT,False,normal
ACC_00795,Adam Taylor,BR-DEL,CURRENT,False,normal
ACC_00796,Tracey Wagner,BR-BLR,CURRENT,False,normal
ACC_00797,Michael Perry PhD,BR-DEL,CURRENT,False,normal
ACC_00798,Bradley Johnson DDS,BR-DEL,CURRENT,False,normal
ACC_00799,Donald Medina,BR-MUM,SAVINGS,False,normal
ACC_00800,Jim Newton,BR-KOL,CURRENT,False,normal
ACC_00801,Krista Wilson,BR-MUM,SAVINGS,False,normal
ACC_00802,Reginald Morrow,BR-BLR,CURRENT,False,normal
ACC_00803,Rodney Williams,BR-MUM,CURRENT,False,normal
ACC_00804,Kimberly Fritz,BR-LKO,SAVINGS,False,normal
ACC_00805,Ronald Potter,BR-MUM,SAVINGS,False,normal
ACC_00806,Zachary Cole,BR-LKO,SAVINGS,False,normal
ACC_00807,Robert Gonzales,BR-BLR,SAVINGS,False,normal
ACC_00808,Patricia Young PhD,BR-DEL,SAVINGS,False,normal
ACC_00809,Heather Page,BR-DEL,CURRENT,False,normal
ACC_00810,Carol Taylor,BR-BLR,CURRENT,False,normal
ACC_00811,Daniel Brown,BR-KOL,CURRENT,False,normal
ACC_00812,Douglas Ryan,BR-BLR,SAVINGS,False,normal
ACC_00813,Michael Roberts,BR-MUM,CURRENT,False,normal
ACC_00814,Scott Duke,BR-BLR,SAVINGS,False,normal
ACC_00815,Anna Estes,BR-BLR,CURRENT,False,normal
ACC_00816,Tamara Riddle,BR-DEL,CURRENT,False,normal
ACC_00817,Beth Cline,BR-LKO,CURRENT,False,normal
ACC_00818,Michael Poole,BR-LKO,CURRENT,False,normal
ACC_00819,Megan Burns,BR-BLR,SAVINGS,False,normal
ACC_00820,Debra Perry,BR-LKO,CURRENT,False,normal
ACC_00821,Mark Beard,BR-BLR,CURRENT,False,normal
ACC_00822,Jose Ramirez,BR-DEL,CURRENT,False,normal
